Tên phim,ID phim,Đạo diễn,Diễn viên chính,Thể loại phim,Thời lượng (phút),Độ phổ biến,Năm phát hành,Link Poster,Link Backdrop,Điểm đánh giá,Mô tả
"Giải Cứu ""Guy""",550988,Shawn Levy,"Ryan Reynolds, Jodie Comer, Lil Rel Howery, Joe Keery, Utkarsh Ambudkar","Phim Hài, Phim Phiêu Lưu, Phim Khoa Học Viễn Tưởng",115,12.6321,2021,https://image.tmdb.org/t/p/w500/5vFvon2VdGbZ5l7tiytuhxKXehm.jpg,https://image.tmdb.org/t/p/original/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,7.462,"Guy - Nhân viên giao dịch ngân hàng, phát hiện anh ấy thực chất là người chơi nền trong trò chơi điện tử thế giới mở. Guy quyết định trở thành người anh hùng và viết lại câu chuyện của chính mình. Giờ đây, trong một thế giới không còn giới hạn, anh ấy quyết định trở thành người giải cứu thế giới, theo cách của chính mình."
Yêu Là Đau,1226406,Jonathan Eusebio,"Quan Kế Huy, Ariana DeBose, Ngô Ngạn Tổ, Mustafa Shakir, Lio Tipton","Phim Hành Động, Phim Hài, Phim Lãng Mạn",83,12.2509,2025,https://image.tmdb.org/t/p/w500/skPPVeHoTTVVSJlb0Ib5vrqiuA4.jpg,https://image.tmdb.org/t/p/original/aGgr2Q07AcyiWPGODoofgZDUEHp.jpg,5.8,"Một nhà môi giới bất động sản bị kéo trở lại cuộc sống mà anh đã bỏ lại sau khi đồng phạm cũ của anh xuất hiện với một thông điệp đáng ngại. Với người anh trai là trùm tội phạm cũng đang truy đuổi, anh phải đối mặt với quá khứ và lịch sử mà anh chôn vùi."
Terreur cannibale,84372,Alain Deruelle,"Antonio Mayans, Silvia Solar, Pamela Stanford, Olivier Mathot, Stan Hamilton",Phim Kinh Dị,93,11.2777,1980,https://image.tmdb.org/t/p/w500/w20dFp1lcnkoTtqvzT3A2hTTOuq.jpg,https://image.tmdb.org/t/p/original/uaeTTATDSyVGpWbiogCFsfKS9Ee.jpg,3.898,
Yellowneck,209790,R. John Hugh,"Lin McCarthy, Stephen Courtleigh, Berry Kroeger, Harold Gordon, Al Tamez","Phim Chính Kịch, Phim Miền Tây, Phim Chiến Tranh",83,11.5961,1955,https://image.tmdb.org/t/p/w500/dUdurA0irHIon1ePB3aMFmIkcvd.jpg,https://image.tmdb.org/t/p/original/dSOW97flPOjeOaCOsaMbmL0Kkuw.jpg,3.9,
The Driver,837047,Maximiliano Torres,"Sergio Boris, Celina Font, Selena García Coto, Mauro García Coto",Phim Chính Kịch,8,8.7086,2013,https://image.tmdb.org/t/p/w500/tcN5ykZVry63nS8kfmC5B6CfXml.jpg,https://image.tmdb.org/t/p/original/rqEFUFli3vR6AO8Ngj71qUZWEj8.jpg,2.0,
Nhà Vịt Di Cư,940551,Benjamin Renner,"Kumail Nanjiani, Elizabeth Banks, Caspar Jennings, Tresi Gazal, Awkwafina","Phim Gia Đình, Phim Hài, Phim Phiêu Lưu, Phim Hoạt Hình",83,12.3438,2023,https://image.tmdb.org/t/p/w500/tq9dWzV5IORonLIsBqUjYhVaBwa.jpg,https://image.tmdb.org/t/p/original/gklkxY0veMajdCiGe6ggsh07VG2.jpg,7.38,"Nhà Vịt Di Cư theo chân một gia đình vịt trời gồm vịt bố, vịt mẹ, cậu con trai tuổi teen Dax và vịt út Gwen, trong lần đầu tiên trải nghiệm chuyến di cư tiến về phía nam để trú đông. Thế nhưng, niềm vui vẻ sự háo hức kéo dài không bao lâu, gia đình vịt nhận ra, họ đang bay ngược chiều với tất cả các đàn vịt khác. Không kịp quay đầu, họ bất ngờ gặp phải loạt “chướng ngại vật” là những tòa nhà cao tầng của thành phố hiện đại. Liên tiếp sau đó là những thước phim đầy kịch tính nhưng vô cùng hài hước của nhà vịt trong quá trình khám phá đô thị mới."
Dossier 137,1294698,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Mathilde Riu, Guslagie Malanda, Stanislas Merhar","Phim Hình Sự, Phim Chính Kịch",115,11.186,2025,https://image.tmdb.org/t/p/w500/frEovFFQ6CcGnAPmtLRAKRLoPa1.jpg,https://image.tmdb.org/t/p/original/kjKxmpuPIvXjDP4reWCkMaeK2Es.jpg,6.864,
M3GAN,536554,Gerard Johnstone,"Allison Williams, Violet McGraw, Amie Donald, Jenna Davis, Ronny Chieng","Phim Khoa Học Viễn Tưởng, Phim Kinh Dị",102,11.3929,2022,https://image.tmdb.org/t/p/w500/tpHng7ZPa6K2yHJI5aPgHSIPcvx.jpg,https://image.tmdb.org/t/p/original/qd4EKTuudkws9lW76Dn9C0tnuVA.jpg,7.047,"Khi một nhà nghiên cứu robot thử nghiệm búp bê đồng hành giống hệt con người mà cô phát minh với đứa cháu gái mồ côi, người máy này nhanh chóng chăm trẻ nghiêm túc tới chết người."
Stockholm Bloodbath,1051486,Mikael Håfström,"Sophie Cookson, Claes Bang, Alba August, Mikkel Boe Følsgaard, Jakob Oftebro","Phim Hành Động, Phim Lịch Sử, Phim Chính Kịch, Phim Phiêu Lưu, Phim Chiến Tranh",145,12.3757,2024,https://image.tmdb.org/t/p/w500/tzXOB8nxO70SfSbOhrYcY94x6MI.jpg,https://image.tmdb.org/t/p/original/6nCy4OrV7gxhDc3lBSUxkNALPej.jpg,6.179,
Thiếu nữ và ác long,763215,Juan Carlos Fresnadillo,"Millie Bobby Brown, Brooke Carter, Nick Robinson, Robin Wright, Milo Twomey","Phim Giả Tượng, Phim Hành Động, Phim Phiêu Lưu",110,12.0798,2024,https://image.tmdb.org/t/p/w500/6J102TCjNCeaabHm4cajjZVZBnR.jpg,https://image.tmdb.org/t/p/original/deLWkOLZmBNkm8p16igfapQyqeq.jpg,6.993,Cuộc hôn nhân của một cô gái trẻ với một hoàng tử quyến rũ biến thành cuộc chiến sinh tồn khốc liệt khi cô bị hiến tế cho một con rồng phun lửa.
Cậu Bé Người Ngoài Hành Tinh,601,Steven Spielberg,"Henry Thomas, Drew Barrymore, Robert MacNaughton, Peter Coyote, Dee Wallace","Phim Khoa Học Viễn Tưởng, Phim Phiêu Lưu, Phim Gia Đình, Phim Giả Tượng",115,11.7802,1982,https://image.tmdb.org/t/p/w500/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,https://image.tmdb.org/t/p/original/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg,7.511,Cuộc sống của một gia đình gồm bốn mẹ con bị xáo trộn bởi sự xuất hiện của một người ngoài hành tinh ngộ nghĩnh đáng yêu. Cậu bé ET hòa nhập vào cuộc sống của hành tinh xanh nhưng vẫn không nguôi nỗi nhớ nhà.
Mission Thunderbolt,256834,何志强,"Jonathan Stierwald, Trần Huệ Mẫn, Steve Daw, 陳觀泰, Summer Dora","Phim Gây Cấn, Phim Hành Động",84,11.127,1983,https://image.tmdb.org/t/p/w500/d09RzPjy5YIAcedEqsHmVDTwFvQ.jpg,https://image.tmdb.org/t/p/original/1wWMX7WnDUxCbQfEnnTdmsJqFwu.jpg,6.0,
Chuyện ngày xưa ở… Hollywood,466272,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch, Margaret Qualley","Phim Hài, Phim Chính Kịch, Phim Gây Cấn",162,11.2131,2019,https://image.tmdb.org/t/p/w500/jnh7A1ew5eEKORLh6KRSZgIWu6P.jpg,https://image.tmdb.org/t/p/original/aQLygZOIKai6aaiBAeeKpIWO5nc.jpg,7.426,"Los Angeles, năm 1969, cựu ngôi sao Rick Dalton và người đóng thế lâu năm cho anh là Cliff Booth nay đã thành những kẻ hết thời. Cả hai buộc phải đấu tranh để tồn tại giữa Hollywood khắc nghiệt. Cuối cùng, họ phải nhờ đến sự giúp đỡ của cô hàng xóm- nữ minh tinh xinh đẹp Sharon Tate. Do Quentin Tarantino làm đạo diễn, Leonardo DiCaprio cùng Brad Pitt thủ vai chính, không có gì ngạc nhiên khi Once Upon A Time được nhiều người xem là bộ phim đáng mong đợi nhất 2019."
Smala Sussie,11466,Ulf Malmros,"Tuva Novotny, Jonas Rimeika, Björn A. Ling, Kjell Bergqvist, Lotta Tejle","Phim Hài, Phim Hình Sự",97,12.3948,2003,https://image.tmdb.org/t/p/w500/c65kd3giUCeMWsNebFzVf8dvmAQ.jpg,https://image.tmdb.org/t/p/original/1pySFXXpL9qlSgP6A6NL5lsHMeu.jpg,6.7,
William Tell,1195631,Nick Hamm,"Claes Bang, Connor Swindells, Golshifteh Farahani, Jonah Hauer-King, Ellie Bamber","Phim Hành Động, Phim Phiêu Lưu, Phim Chính Kịch, Phim Lịch Sử",133,11.8155,2025,https://image.tmdb.org/t/p/w500/8SdaetXSTPyQVDb5pTEPRLBSx15.jpg,https://image.tmdb.org/t/p/original/bP6BqIljp4a3BqhxN7YPckcpKI.jpg,6.269,"Câu chuyện diễn ra vào thế kỷ 14, khi các quốc gia châu Âu tranh giành quyền lực trong Đế chế La Mã Thần thánh. Đế quốc Áo, với tham vọng mở rộng lãnh thổ, đã xâm lược Thụy Sĩ, một quốc gia yên bình và thanh bình. William Tell, một thợ săn từng sống trong hòa bình, buộc phải đứng lên chiến đấu khi gia đình và quê hương của anh bị đe dọa bởi vua Áo tàn bạo."
The Carnivores,681457,Caleb Michael Johnson,"Tallie Medel, Lindsay Burdge, Frank Mosley, Jason Newman, Vincent James Prendergast","Phim Chính Kịch, Phim Kinh Dị, Phim Hài, Phim Bí Ẩn, Phim Gây Cấn, Phim Lãng Mạn",77,11.0877,2020,https://image.tmdb.org/t/p/w500/5FuOpf6FMA1YVkHxFsIVIV2381Y.jpg,https://image.tmdb.org/t/p/original/yt7okMxbs2d2cu7q4rrG5HH9c5e.jpg,3.85,
Căn Phòng Tử Thần,522681,Adam Robitel,"Taylor Russell, Logan Miller, Jay Ellis, Deborah Ann Woll, Nik Dodani","Phim Kinh Dị, Phim Gây Cấn, Phim Bí Ẩn",100,9.9764,2019,https://image.tmdb.org/t/p/w500/J6MLFnTzFydcwybcFO5ajOXuIU.jpg,https://image.tmdb.org/t/p/original/mWLljCmpqlcYQh7uh51BBMwCZwN.jpg,6.541,"Căn Phòng Tử Thần đưa 6 người chơi đến những căn phòng với những câu đó hóc búa nhất mà sự thất bại của người chơi sẽ được đánh đổi bằng mạng sống, làm con chuột bạch trong lồng mua vui cho những kẻ bệnh hoạn."
Dorian Gray,23488,Oliver Parker,"Ben Barnes, Colin Firth, Rebecca Hall, Emilia Fox, Ben Chaplin","Phim Giả Tượng, Phim Chính Kịch, Phim Gây Cấn",112,11.5432,2009,https://image.tmdb.org/t/p/w500/uRKt8nYdy7EO4uqeKVVpZRmqrxF.jpg,https://image.tmdb.org/t/p/original/ij9ai1FDd2ErfRJ8PJrAWakzVEo.jpg,6.048,
Akte Grüninger,253029,Alain Gsponer,"Stefan Kurt, Maximilian Simonischek, Anatole Taubman, Ursina Lardi, Helmut Förnbacher","Phim Lịch Sử, Phim Chính Kịch",100,12.2316,2014,https://image.tmdb.org/t/p/w500/sTR9SNV08MU6JjJbECoitQtJC71.jpg,https://image.tmdb.org/t/p/original/9RpEjKW7N6EXdLzyK02V6CgmVBX.jpg,6.2,
Heavenly Sword,256766,Jang Gun-ho,"Anna Torv, Alfred Molina, Thomas Jane, Ashleigh Ball, Barry Dennen","Phim Phiêu Lưu, Phim Hành Động, Phim Hoạt Hình, Phim Giả Tượng",85,10.6395,2014,https://image.tmdb.org/t/p/w500/wZzMbYDomCgj6LUN1b33ha7BiGh.jpg,https://image.tmdb.org/t/p/original/gKcFbx4QsanSNyblcsnycCEgKdq.jpg,6.33,
The Neighbor,415311,Aaron Harvey,"William Fichtner, Jessica McNamee, Jean Louisa Kelly, Michael Rosenbaum, Colin Woodell","Phim Gây Cấn, Phim Chính Kịch",105,12.1239,2020,https://image.tmdb.org/t/p/w500/jvv66k53knzs49wnzaOZjOPYj4r.jpg,https://image.tmdb.org/t/p/original/eDuP5bosdHdYjiELEsOo1FiXjVR.jpg,4.908,
Nhân Viên Cứu Hộ,11319,Wolfgang Reitherman,"Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan","Phim Giả Tượng, Phim Gia Đình, Phim Hoạt Hình, Phim Phiêu Lưu",78,11.1385,1977,https://image.tmdb.org/t/p/w500/9jpDjrRyvv9Nw0piXOpHHQTfxw9.jpg,https://image.tmdb.org/t/p/original/dSlofjxxcTSLmnH6602WsSSELU5.jpg,6.8,"Nhân viên cứu hộ là một bộ phim hoạt hình do Walt Disney Productions sản xuất và được công chiếu vào ngày 22 tháng 6 năm 1977. Đây là một trong số những bộ phim hoạt hình nổi bật nhất của Disney. Larry Clemmons, Ken Anderson, Vance Gerry, Frank Thomas, Dave Michenar, Ted Berman, Fred Lucky, Burny Mattinson, vã Dick Sebast đã cùng nhau viết kịch bản và đạo diễn bộ phim này. Đây là bộ phim thứ 23 trong loạt phim hoạt hình của Walt Disney, nói về Rescue Aid Society, một tổ chức cấp thế giới gồm các chú chuột đóng tại New York, theo dạng Liên Hiệp Quốc, chuyên giúp đỡ các nạn nhân bị bắt cóc trên thế giới. Hai chú chuột trong số đó, chàng lau dọn lí lắc Bernard (Bob Newhart) và đồng nghiệp của anh, Cô Bianca thanh lịch (Eva Gabor), thực hiện ..."
Tiempos felices,265331,Luis Javier Henaine,"Luis Arrieta, Cassandra Ciangherotti, Miguel Rodarte, Bárbara de Regil, Humberto Busto","Phim Lãng Mạn, Phim Hài",80,10.8655,2014,https://image.tmdb.org/t/p/w500/ixZzcp0l8anbbvRSxXgdPCWj6iX.jpg,https://image.tmdb.org/t/p/original/k1J0RpWv5NE4Lmuu4Mmj7Zey9K4.jpg,5.5,
Mama Jack,19782,Gray Hofmeyr,"Leon Schuster, Mary-Ann Barlow, Lionel Newton, Jerry Mofokeng, Alfred Ntombela",Phim Hài,100,13.3039,2005,https://image.tmdb.org/t/p/w500/ftMuRRl8tLlnzKRnVI3SeHyuCGh.jpg,https://image.tmdb.org/t/p/original/gtcWmJHkhd9kfFCr5hDWQrZ50eb.jpg,5.7,
La calandria,226789,Pasquale Festa Campanile,"Lando Buzzanca, Barbara Bouchet, Salvo Randone, Agostina Belli, Mario Scaccia",Phim Hài,95,10.3365,1972,https://image.tmdb.org/t/p/w500/uAIebMp0VHpB5sYNJAjE2401Dfb.jpg,https://image.tmdb.org/t/p/original/cDPlDO7WR7njfCCU0LvrtS1mzYy.jpg,2.9,
RRRrrrr!!!,21778,Alain Chabat,"Maurice Barthélemy, Marina Foïs, Elise Larnicol, Pierre-François Martin-Laval, Jean-Paul Rouve",Phim Hài,94,12.111,2004,https://image.tmdb.org/t/p/w500/qsGU6myn85MfqpNAxzJtxJ3VgrM.jpg,https://image.tmdb.org/t/p/original/rZPpxJhROE2Q6umzH6nxDUi1x9M.jpg,6.305,
Vacanze di Natale 2000,42446,Carlo Vanzina,"Massimo Boldi, Christian De Sica, Megan Gale, Enzo Salvi, Carmen Electra",Phim Hài,110,10.2946,1999,https://image.tmdb.org/t/p/w500/b6QOiOc9Wqb5EwY9Kf7eTc4QRjC.jpg,https://image.tmdb.org/t/p/original/sJVbaOmHkx8yFcTI3jPnm8DcM99.jpg,5.27,
Thomasine & Bushrod,95966,Gordon Parks Jr.,"Max Julien, Vonetta McGee, George Murdock, Glynn Turman, Juanita Moore","Phim Hành Động, Phim Hình Sự, Phim Lãng Mạn, Phim Miền Tây",95,11.4698,1974,https://image.tmdb.org/t/p/w500/zQHR2oF81MiqumFCKE5ZpKxftpr.jpg,https://image.tmdb.org/t/p/original/9pUOsY6XGUzCNwsdqMp1e0VmwgS.jpg,6.3,
Unang Tikim,1308821,Roman Perez Jr.,"Angeli Khang, Robb Guinto, Matthew Francisco, Susan Africa, Audrey Avila","Phim Lãng Mạn, Phim Chính Kịch",99,11.5642,2024,https://image.tmdb.org/t/p/w500/oDWZS6LznvdH7mZOYfCro0ISJCM.jpg,https://image.tmdb.org/t/p/original/5r2NPZgYBB8ALBL3q4iX9AjTLJ6.jpg,5.0,
Deadly Sorority,411287,Shawn Tolleson,"Greer Grammer, Chloe Babcook, Moira Kelly, Emilija Baranac, Steve Bacic","Phim Gây Cấn, Chương Trình Truyền Hình",85,11.2283,2017,https://image.tmdb.org/t/p/w500/nbaFy8V8njHz5DIJ0TmEUfQevoh.jpg,https://image.tmdb.org/t/p/original/j6Yf3ggJVgnIQEmX1KHZ2A0GMG5.jpg,5.7,
Venom: Đối Mặt Tử Thù,580489,Andy Serkis,"Tom Hardy, Woody Harrelson, Michelle Williams, Naomie Harris, Reid Scott","Phim Khoa Học Viễn Tưởng, Phim Hành Động, Phim Phiêu Lưu",97,11.2118,2021,https://image.tmdb.org/t/p/w500/1eMkZ0AdaSwjrUUjONJwE6xogwK.jpg,https://image.tmdb.org/t/p/original/eENEf62tMXbhyVvdcXlnQz2wcuT.jpg,6.8,"Sau khi tìm thấy cơ thể vật chủ trong tay phóng viên điều tra Eddie Brock, người ngoài hành tinh symbiote phải đối mặt với kẻ thù mới, Carnage, bản ngã thay thế của kẻ giết người hàng loạt Cletus Kasady."
Người Kéo Học Yêu,162,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall, Kathy Baker","Phim Giả Tượng, Phim Chính Kịch, Phim Lãng Mạn",105,11.9843,1990,https://image.tmdb.org/t/p/w500/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,https://image.tmdb.org/t/p/original/uNLIMPxknsV4n3IAEDpS1iqF5dm.jpg,7.718,"Phim kể về Edward Scissorhands (Johnny Depp) - một ""sản phẩm"" có bàn tay gắn đầy kéo được tạo ra bởi nhà khoa học điên loạn. Anh rơi vào tình yêu với Kim Boggs (do Winona Ryder thủ vai) dù cô đã có bạn trai. Kể từ đó, Edward bắt đầu hành trình chinh phục trái tim người đẹp và nhờ đó hiểu hơn về chính mình."
Apocalypse Clown,1031306,George Kane,"David Earl, Natalie Palamides, Amy De Bhrún, Fionn Foley, Tadhg Murphy","Phim Hài, Phim Kinh Dị, Phim Khoa Học Viễn Tưởng",102,10.6563,2023,https://image.tmdb.org/t/p/w500/v1Nsjol2Pf28pRpZbow4txclAvn.jpg,https://image.tmdb.org/t/p/original/jvQ6KyCxAmfOXxEMrNCam5vlkk9.jpg,5.972,
Démanty noci,100589,Jan Němec,"Ladislav Janský, Antonín Kumbera, Ilse Bischofová, Jan Říha, Ivan Asič","Phim Chính Kịch, Phim Chiến Tranh",67,9.1557,1964,https://image.tmdb.org/t/p/w500/s1il7ZIhkKZewLNjLInCDHRqi4x.jpg,https://image.tmdb.org/t/p/original/6NQaH8YAM9365WlC2EO3Ib7QbT.jpg,7.0,
Vực Thẳm,924482,Howard J. Ford,"Brittany Ashworth, Nathan Welsh, Anaïs Parello, Louis Boyer, Ben Lamb","Phim Gây Cấn, Phim Phiêu Lưu",86,11.57,2022,https://image.tmdb.org/t/p/w500/3YNMvQQFOzcTsCpE6pKekOOJ8HI.jpg,https://image.tmdb.org/t/p/original/jazlkwXfw4KdF6fVTRsolOvRCmu.jpg,6.56,"Một cuộc phiêu lưu leo núi giữa hai người bạn biến thành một cơn ác mộng đáng sợ. Sau khi Kelly ghi lại vụ giết người bạn thân nhất của mình trước ống kính, cô trở thành mục tiêu tiếp theo của một nhóm bạn gắn bó chặt chẽ, những người sẽ không dừng lại ở bất cứ điều gì để tiêu hủy bằng chứng và bất kỳ ai cản đường họ. Tuyệt vọng cho sự an toàn của mình, cô bắt đầu leo lên một vách đá núi nguy hiểm và bản năng sinh tồn của cô bị thử thách khi cô bị mắc kẹt với những kẻ giết người chỉ cách đó 20 feet."
You Had to Be There: How the Toronto Godspell Ignited the Comedy Revolution...,1354301,Nick Davis,"Martin Short, Eugene Levy, Victor Garber, Andrea Martin, Jayne Eastwood",Phim Tài Liệu,98,11.531,2025,https://image.tmdb.org/t/p/w500/dhmZpabREUXtPCe2H84vBNI9gF1.jpg,https://image.tmdb.org/t/p/original/mAOARNlQFy9mWfS4iY3s0SS1jqE.jpg,0.0,
Linh Hồn Bảo Hộ,1140535,Steven Soderbergh,"Callina Liang, Lucy Liu, Chris Sullivan, Eddy Maday, West Mulholland","Phim Kinh Dị, Phim Gây Cấn, Phim Chính Kịch",84,11.773,2025,https://image.tmdb.org/t/p/w500/xZIGHoHj0DF0zdibwa66cRWHdHO.jpg,https://image.tmdb.org/t/p/original/eT1L3IVcHUL58wLn48E5dxlea3Z.jpg,6.104,"Một gia đình chuyển đến một ngôi nhà mới ở vùng ngoại ô và dần tin rằng họ không đơn độc. Bộ phim được quay từ góc nhìn của một hồn ma/linh hồn và lấy bối cảnh trong một ngôi nhà trống trải, xinh đẹp. Ngôi nhà rất đẹp và cách quay phim rất xuất sắc."
Camp Blood 666 Part 2: Exorcism of the Clown,1059091,Will Collazo Jr.,"Natalie Peri, Julie Anne Prescott, Will Collazo Jr., Heather Harlow, Melissa Heflin",Phim Kinh Dị,72,7.5496,2023,https://image.tmdb.org/t/p/w500/ksxdtejseIne17b4WHGb0e6YTON.jpg,https://image.tmdb.org/t/p/original/bYDk9iC684MUDWPJpREeC7hQs8Y.jpg,3.136,
The Immortalizer,167282,Joel Bender,"Ron Ray, Chris Crone, Clarke Lindsley, Melody Patterson, Steve Jamieson","Phim Khoa Học Viễn Tưởng, Phim Kinh Dị, Phim Hài",96,11.4852,1990,https://image.tmdb.org/t/p/w500/Fygv1gCOCJFlQDLVsC2Fp1qnGm.jpg,https://image.tmdb.org/t/p/original/9Lpx1bCOtI6PgnojuVQZ98FTpzl.jpg,3.429,
Người Dơi Bắt Đầu,272,Christopher Nolan,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman","Phim Chính Kịch, Phim Hình Sự, Phim Hành Động",140,12.5072,2005,https://image.tmdb.org/t/p/w500/ziFjqY3ABYTJZ2kHMzjr3eeyMQZ.jpg,https://image.tmdb.org/t/p/original/ew5FcYiRhTYNJAkxoVPMNlCOdVn.jpg,7.718,"Bruce Wayne thuở nhỏ là một cậu bé mắc chứng sợ dơi và có bố mẹ bị giết bởi tên cướp tên Joe Chill. Lớn lên, nung nấu ý định trả thù, Bruce Wayne rời khỏi thành phố và gặp được Henri Ducard, người truyền dạy cho anh những bí kíp võ thuật. Từ đây, với bản chất lương thiện, Bruce Wayne trở thành người hùng trừ gian diệt ác của thành phố… Với sự tham gia của dàn diễn viên nổi tiếng Christian Bale, Katie Holmes, Gary Oldman và được dàn dựng bởi đạo diễn tài ba Christopher Nolan, chỉ vài tháng sau khi ra mắt, Batman Begins đã được độc giả của tạp chí Empire bầu chọn đứng thứ 36 trong các phim hay nhất mọi thời đại, trở thành một trong những huyền thoại của dòng phim siêu anh hùng."
